#Contig name	K-mer length	Contig length in k-mers	Colored k-mers	Proportion of colored k-mers in contig	Mode k-mer coverage depth	K-mer observations	Total	Proportion of k-mer observations in sample
contig-684000000	31	227	0	0	4	908	21898680	4.14637e-05
contig-566000002	31	307	0	0	3	921	21898680	4.20573e-05
contig-543000001	31	288	0	0	4	1152	21898680	5.26059e-05
contig-685000000	31	226	0	0	4	904	21898680	4.1281e-05
contig-520000003	31	317	0	0	2	634	21898680	2.89515e-05
contig-567000002	31	307	0	0	6	1842	21898680	8.41147e-05
contig-544000001	31	288	0	0	14	4032	21898680	0.000184121
contig-686000000	31	225	0	0	5	1125	21898680	5.1373e-05
contig-521000003	31	317	0	0	3	951	21898680	4.34273e-05
contig-568000002	31	306	0	0	10	3060	21898680	0.000139734
contig-687000000	31	224	0	0	7	1568	21898680	7.16025e-05
contig-545000001	31	408	0	0	2	816	21898680	3.72625e-05
contig-522000003	31	317	0	0	4	1268	21898680	5.7903e-05
contig-688000000	31	223	0	0	4	892	21898680	4.0733e-05
contig-569000002	31	306	0	0	9	2754	21898680	0.000125761
contig-546000001	31	286	0	0	9	2574	21898680	0.000117541
contig-523000003	31	317	0	0	3	951	21898680	4.34273e-05
contig-689000000	31	222	0	0	4	888	21898680	4.05504e-05
contig-570000002	31	304	0	0	5	1520	21898680	6.94106e-05
contig-547000001	31	286	0	0	6	1716	21898680	7.83609e-05
contig-690000000	31	222	0	0	2	444	21898680	2.02752e-05
contig-524000003	31	316	0	0	8	2528	21898680	0.000115441
contig-691000000	31	222	0	0	6	1332	21898680	6.08256e-05
contig-548000001	31	285	0	0	2	570	21898680	2.6029e-05
contig-571000002	31	303	0	0	7	2121	21898680	9.68552e-05
contig-525000003	31	315	0	0	4	1260	21898680	5.75377e-05
contig-549000001	31	285	0	0	3	855	21898680	3.90434e-05
contig-572000002	31	302	0	0	2	604	21898680	2.75816e-05
contig-526000003	31	312	0	0	4	1248	21898680	5.69897e-05
contig-550000001	31	283	0	0	10	2830	21898680	0.000129232
contig-573000002	31	523	0	0	6	3138	21898680	0.000143296
contig-527000003	31	311	0	0	4	1244	21898680	5.68071e-05
contig-692000000	31	1344	0	0	6	8064	21898680	0.000368241
contig-574000002	31	301	0	0	4	1204	21898680	5.49805e-05
contig-551000001	31	283	0	0	4	1132	21898680	5.16926e-05
contig-693000000	31	220	0	0	4	880	21898680	4.01851e-05
contig-575000002	31	301	0	0	6	1806	21898680	8.24707e-05
contig-528000003	31	310	0	0	4	1240	21898680	5.66244e-05
contig-694000000	31	220	0	0	6	1320	21898680	6.02776e-05
contig-576000002	31	301	0	0	6	1806	21898680	8.24707e-05
contig-552000001	31	283	0	0	3	849	21898680	3.87695e-05
contig-695000000	31	219	0	0	4	876	21898680	4.00024e-05
contig-529000003	31	519	0	0	2	1038	21898680	4.74001e-05
contig-553000001	31	283	0	0	6	1698	21898680	7.75389e-05
contig-577000002	31	301	0	0	2	602	21898680	2.74902e-05
contig-696000000	31	219	0	0	4	876	21898680	4.00024e-05
contig-530000003	31	306	0	0	8	2448	21898680	0.000111788
contig-554000001	31	379	0	0	6	2274	21898680	0.000103842
contig-697000000	31	219	0	0	4	876	21898680	4.00024e-05
contig-578000002	31	300	0	0	6	1800	21898680	8.21967e-05
contig-531000003	31	336	0	0	8	2688	21898680	0.000122747
contig-698000000	31	219	0	0	5	1095	21898680	5.0003e-05
contig-555000001	31	280	0	0	2	560	21898680	2.55723e-05
contig-532000003	31	305	0	0	8	2440	21898680	0.000111422
contig-579000002	31	299	0	0	10	2990	21898680	0.000136538
contig-699000000	31	219	0	0	2	438	21898680	2.00012e-05
contig-533000003	31	368	0	0	19	6992	21898680	0.000319289
contig-700000000	31	219	0	0	6	1314	21898680	6.00036e-05
contig-580000002	31	297	0	0	4	1188	21898680	5.42498e-05
contig-701000000	31	219	0	0	4	876	21898680	4.00024e-05
contig-534000003	31	478	0	0	6	2868	21898680	0.000130967
contig-702000000	31	219	0	0	2	438	21898680	2.00012e-05
contig-581000002	31	390	0	0	2	780	21898680	3.56186e-05
contig-556000001	31	1088	0	0	29	31552	21898680	0.00144082
contig-535000003	31	303	0	0	6	1818	21898680	8.30187e-05
contig-703000000	31	218	0	0	2	436	21898680	1.99099e-05
contig-582000002	31	297	0	0	4	1188	21898680	5.42498e-05
contig-557000001	31	278	0	0	2	556	21898680	2.53897e-05
contig-704000000	31	218	0	0	2	436	21898680	1.99099e-05
contig-583000002	31	297	0	0	9	2673	21898680	0.000122062
contig-558000001	31	277	0	0	4	1108	21898680	5.05967e-05
contig-536000003	31	302	0	0	2	604	21898680	2.75816e-05
contig-705000000	31	218	0	0	2	436	21898680	1.99099e-05
contig-559000001	31	278	0	0	4	1112	21898680	5.07793e-05
contig-584000002	31	403	0	0	3	1209	21898680	5.52088e-05
contig-537000003	31	303	0	0	16	4848	21898680	0.000221383
contig-706000000	31	218	0	0	3	654	21898680	2.98648e-05
contig-560000001	31	276	0	0	10	2760	21898680	0.000126035
contig-585000002	31	295	0	0	8	2360	21898680	0.000107769
contig-707000000	31	218	0	0	2	436	21898680	1.99099e-05
contig-538000003	31	301	0	0	4	1204	21898680	5.49805e-05
contig-708000000	31	218	0	0	2	436	21898680	1.99099e-05
contig-586000002	31	294	0	0	10	2940	21898680	0.000134255
contig-561000001	31	276	0	0	8	2208	21898680	0.000100828
contig-709000000	31	218	0	0	2	436	21898680	1.99099e-05
contig-587000002	31	294	0	0	2	588	21898680	2.68509e-05
contig-539000003	31	586	0	0	4	2344	21898680	0.000107038
contig-710000000	31	218	0	0	4	872	21898680	3.98198e-05
contig-588000002	31	294	0	0	12	3528	21898680	0.000161106
contig-562000001	31	275	0	0	6	1650	21898680	7.5347e-05
contig-540000003	31	299	0	0	6	1794	21898680	8.19227e-05
contig-711000000	31	217	0	0	6	1302	21898680	5.94556e-05
contig-589000002	31	417	0	0	3	1251	21898680	5.71267e-05
contig-541000003	31	298	0	0	5	1490	21898680	6.80406e-05
contig-712000000	31	217	0	0	2	434	21898680	1.98185e-05
contig-590000002	31	293	0	0	2	586	21898680	2.67596e-05
contig-563000001	31	914	0	0	16	14624	21898680	0.000667803
contig-713000000	31	217	0	0	2	434	21898680	1.98185e-05
contig-542000003	31	298	0	0	2	596	21898680	2.72163e-05
contig-591000002	31	293	0	0	4	1172	21898680	5.35192e-05
contig-564000001	31	382	0	0	9	3438	21898680	0.000156996
contig-714000000	31	217	0	0	2	434	21898680	1.98185e-05
contig-543000003	31	298	0	0	4	1192	21898680	5.44325e-05
contig-592000002	31	292	0	0	4	1168	21898680	5.33365e-05
contig-565000001	31	273	0	0	10	2730	21898680	0.000124665
contig-715000000	31	216	0	0	3	648	21898680	2.95908e-05
contig-544000003	31	297	0	0	7	2079	21898680	9.49372e-05
contig-566000001	31	273	0	0	8	2184	21898680	9.9732e-05
contig-593000002	31	309	0	0	6	1854	21898680	8.46626e-05
contig-716000000	31	216	0	0	2	432	21898680	1.97272e-05
contig-545000003	31	297	0	0	5	1485	21898680	6.78123e-05
contig-567000001	31	272	0	0	6	1632	21898680	7.4525e-05
contig-594000002	31	291	0	0	10	2910	21898680	0.000132885
contig-717000000	31	216	0	0	2	432	21898680	1.97272e-05
contig-546000003	31	296	0	0	2	592	21898680	2.70336e-05
contig-718000000	31	216	0	0	4	864	21898680	3.94544e-05
contig-568000001	31	272	0	0	2	544	21898680	2.48417e-05
contig-595000002	31	289	0	0	2	578	21898680	2.63943e-05
contig-547000003	31	296	0	0	5	1480	21898680	6.7584e-05
contig-719000000	31	216	0	0	2	432	21898680	1.97272e-05
contig-596000002	31	288	0	0	7	2016	21898680	9.20603e-05
contig-569000001	31	366	0	0	5	1830	21898680	8.35667e-05
contig-548000003	31	300	0	0	18	5400	21898680	0.00024659
contig-720000000	31	215	0	0	2	430	21898680	1.96359e-05
contig-597000002	31	290	0	0	12	3480	21898680	0.000158914
contig-570000001	31	339	0	0	6	2034	21898680	9.28823e-05
contig-721000000	31	215	0	0	3	645	21898680	2.94538e-05
contig-549000003	31	328	0	0	10	3280	21898680	0.000149781
contig-598000002	31	287	0	0	6	1722	21898680	7.86349e-05
contig-571000001	31	270	0	0	4	1080	21898680	4.9318e-05
contig-722000000	31	215	0	0	2	430	21898680	1.96359e-05
contig-550000003	31	294	0	0	2	588	21898680	2.68509e-05
contig-599000002	31	311	0	0	11	3421	21898680	0.000156219
contig-723000000	31	215	0	0	4	860	21898680	3.92718e-05
contig-572000001	31	268	0	0	2	536	21898680	2.44764e-05
contig-551000003	31	290	0	0	6	1740	21898680	7.94568e-05
contig-724000000	31	246	0	0	6	1476	21898680	6.74013e-05
contig-600000002	31	468	0	0	4	1872	21898680	8.54846e-05
contig-552000003	31	289	0	0	2	578	21898680	2.63943e-05
contig-725000000	31	215	0	0	4	860	21898680	3.92718e-05
contig-573000001	31	543	0	0	4	2172	21898680	9.91841e-05
contig-553000003	31	289	0	0	12	3468	21898680	0.000158366
contig-726000000	31	215	0	0	2	430	21898680	1.96359e-05
contig-574000001	31	267	0	0	6	1602	21898680	7.31551e-05
contig-554000003	31	469	0	0	8	3752	21898680	0.000171335
contig-727000000	31	214	0	0	4	856	21898680	3.90891e-05
contig-575000001	31	278	0	0	8	2224	21898680	0.000101559
contig-601000002	31	1265	0	0	10	12650	21898680	0.00057766
contig-555000003	31	287	0	0	5	1435	21898680	6.55291e-05
contig-728000000	31	214	0	0	4	856	21898680	3.90891e-05
contig-576000001	31	294	0	0	8	2352	21898680	0.000107404
contig-602000002	31	282	0	0	6	1692	21898680	7.72649e-05
contig-729000000	31	213	0	0	2	426	21898680	1.94532e-05
contig-556000003	31	295	0	0	8	2360	21898680	0.000107769
contig-577000001	31	265	0	0	4	1060	21898680	4.84047e-05
contig-730000000	31	213	0	0	2	426	21898680	1.94532e-05
contig-603000002	31	281	0	0	5	1405	21898680	6.41591e-05
contig-557000003	31	286	0	0	2	572	21898680	2.61203e-05
contig-731000000	31	212	0	0	6	1272	21898680	5.80857e-05
contig-578000001	31	265	0	0	3	795	21898680	3.63036e-05
contig-604000002	31	280	0	0	5	1400	21898680	6.39308e-05
contig-558000003	31	286	0	0	6	1716	21898680	7.83609e-05
contig-732000000	31	212	0	0	2	424	21898680	1.93619e-05
contig-579000001	31	291	0	0	14	4074	21898680	0.000186039
contig-559000003	31	286	0	0	9	2574	21898680	0.000117541
contig-733000000	31	212	0	0	4	848	21898680	3.87238e-05
contig-605000002	31	280	0	0	8	2240	21898680	0.000102289
contig-580000001	31	263	0	0	2	526	21898680	2.40197e-05
contig-560000003	31	285	0	0	8	2280	21898680	0.000104116
contig-734000000	31	220	0	0	6	1320	21898680	6.02776e-05
contig-606000002	31	281	0	0	9	2529	21898680	0.000115486
contig-581000001	31	262	0	0	6	1572	21898680	7.17851e-05
contig-561000003	31	285	0	0	2	570	21898680	2.6029e-05
contig-735000000	31	212	0	0	4	848	21898680	3.87238e-05
contig-582000001	31	262	0	0	4	1048	21898680	4.78568e-05
contig-607000002	31	278	0	0	4	1112	21898680	5.07793e-05
contig-562000003	31	283	0	0	5	1415	21898680	6.46158e-05
contig-736000000	31	212	0	0	2	424	21898680	1.93619e-05
contig-608000002	31	299	0	0	8	2392	21898680	0.00010923
contig-737000000	31	212	0	0	3	636	21898680	2.90428e-05
contig-563000003	31	282	0	0	4	1128	21898680	5.151e-05
contig-738000000	31	211	0	0	2	422	21898680	1.92706e-05
contig-609000002	31	505	0	0	6	3030	21898680	0.000138365
contig-583000001	31	685	0	0	5	3425	21898680	0.000156402
contig-739000000	31	211	0	0	4	844	21898680	3.85411e-05
contig-610000002	31	278	0	0	3	834	21898680	3.80845e-05
contig-564000003	31	956	0	0	4	3824	21898680	0.000174622
contig-740000000	31	211	0	0	9	1899	21898680	8.67176e-05
contig-584000001	31	261	0	0	4	1044	21898680	4.76741e-05
contig-611000002	31	371	0	0	13	4823	21898680	0.000220242
contig-565000003	31	281	0	0	4	1124	21898680	5.13273e-05
contig-741000000	31	211	0	0	2	422	21898680	1.92706e-05
contig-612000002	31	277	0	0	6	1662	21898680	7.5895e-05
contig-585000001	31	369	0	0	7	2583	21898680	0.000117952
contig-566000003	31	280	0	0	6	1680	21898680	7.6717e-05
contig-742000000	31	211	0	0	2	422	21898680	1.92706e-05
contig-613000002	31	274	0	0	4	1096	21898680	5.00487e-05
contig-586000001	31	260	0	0	5	1300	21898680	5.93643e-05
contig-567000003	31	277	0	0	10	2770	21898680	0.000126492
contig-743000000	31	211	0	0	6	1266	21898680	5.78117e-05
contig-587000001	31	259	0	0	6	1554	21898680	7.09632e-05
contig-614000002	31	300	0	0	6	1800	21898680	8.21967e-05
contig-568000003	31	287	0	0	8	2296	21898680	0.000104847
contig-744000000	31	210	0	0	4	840	21898680	3.83585e-05
contig-615000002	31	274	0	0	4	1096	21898680	5.00487e-05
contig-588000001	31	259	0	0	4	1036	21898680	4.73088e-05
contig-569000003	31	277	0	0	5	1385	21898680	6.32458e-05
contig-745000000	31	210	0	0	2	420	21898680	1.91792e-05
contig-616000002	31	273	0	0	4	1092	21898680	4.9866e-05
contig-589000001	31	259	0	0	6	1554	21898680	7.09632e-05
contig-570000003	31	276	0	0	6	1656	21898680	7.5621e-05
contig-746000000	31	210	0	0	2	420	21898680	1.91792e-05
contig-590000001	31	259	0	0	6	1554	21898680	7.09632e-05
contig-617000002	31	273	0	0	6	1638	21898680	7.4799e-05
contig-571000003	31	275	0	0	7	1925	21898680	8.79048e-05
contig-747000000	31	210	0	0	4	840	21898680	3.83585e-05
contig-591000001	31	258	0	0	4	1032	21898680	4.71261e-05
contig-618000002	31	273	0	0	8	2184	21898680	9.9732e-05
contig-572000003	31	275	0	0	8	2200	21898680	0.000100463
contig-748000000	31	209	0	0	3	627	21898680	2.86319e-05
contig-592000001	31	257	0	0	6	1542	21898680	7.04152e-05
contig-619000002	31	386	0	0	3	1158	21898680	5.28799e-05
contig-573000003	31	274	0	0	4	1096	21898680	5.00487e-05
contig-749000000	31	209	0	0	2	418	21898680	1.90879e-05
contig-593000001	31	257	0	0	3	771	21898680	3.52076e-05
contig-620000002	31	272	0	0	10	2720	21898680	0.000124208
contig-750000000	31	209	0	0	4	836	21898680	3.81758e-05
contig-574000003	31	273	0	0	2	546	21898680	2.4933e-05
contig-751000000	31	208	0	0	4	832	21898680	3.79932e-05
contig-621000002	31	272	0	0	6	1632	21898680	7.4525e-05
contig-594000001	31	257	0	0	2	514	21898680	2.34717e-05
contig-575000003	31	273	0	0	5	1365	21898680	6.23325e-05
contig-752000000	31	208	0	0	4	832	21898680	3.79932e-05
contig-622000002	31	272	0	0	8	2176	21898680	9.93667e-05
contig-595000001	31	255	0	0	6	1530	21898680	6.98672e-05
contig-753000000	31	208	0	0	6	1248	21898680	5.69897e-05
contig-576000003	31	271	0	0	4	1084	21898680	4.95007e-05
contig-754000000	31	208	0	0	2	416	21898680	1.89966e-05
contig-623000002	31	268	0	0	6	1608	21898680	7.34291e-05
contig-596000001	31	254	0	0	2	508	21898680	2.31977e-05
contig-577000003	31	271	0	0	3	813	21898680	3.71255e-05
contig-755000000	31	208	0	0	8	1664	21898680	7.59863e-05
contig-597000001	31	254	0	0	3	762	21898680	3.47966e-05
contig-624000002	31	268	0	0	4	1072	21898680	4.89527e-05
contig-756000000	31	207	0	0	4	828	21898680	3.78105e-05
contig-578000003	31	302	0	0	10	3020	21898680	0.000137908
contig-757000000	31	206	0	0	2	412	21898680	1.88139e-05
contig-598000001	31	254	0	0	6	1524	21898680	6.95932e-05
contig-625000002	31	287	0	0	20	5740	21898680	0.000262116
contig-579000003	31	270	0	0	2	540	21898680	2.4659e-05
contig-758000000	31	206	0	0	2	412	21898680	1.88139e-05
contig-599000001	31	254	0	0	4	1016	21898680	4.63955e-05
contig-626000002	31	267	0	0	3	801	21898680	3.65775e-05
contig-580000003	31	268	0	0	5	1340	21898680	6.11909e-05
contig-759000000	31	322	0	0	7	2254	21898680	0.000102929
contig-600000001	31	253	0	0	5	1265	21898680	5.7766e-05
contig-627000002	31	267	0	0	3	801	21898680	3.65775e-05
contig-581000003	31	268	0	0	6	1608	21898680	7.34291e-05
contig-760000000	31	206	0	0	2	412	21898680	1.88139e-05
contig-628000002	31	266	0	0	7	1862	21898680	8.5028e-05
contig-601000001	31	252	0	0	2	504	21898680	2.30151e-05
contig-582000003	31	273	0	0	7	1911	21898680	8.72655e-05
contig-761000000	31	206	0	0	2	412	21898680	1.88139e-05
contig-629000002	31	265	0	0	4	1060	21898680	4.84047e-05
contig-602000001	31	335	0	0	10	3350	21898680	0.000152977
contig-583000003	31	267	0	0	4	1068	21898680	4.87701e-05
contig-762000000	31	205	0	0	2	410	21898680	1.87226e-05
contig-603000001	31	252	0	0	3	756	21898680	3.45226e-05
contig-630000002	31	459	0	0	6	2754	21898680	0.000125761
contig-763000000	31	205	0	0	2	410	21898680	1.87226e-05
contig-584000003	31	265	0	0	3	795	21898680	3.63036e-05
contig-764000000	31	205	0	0	2	410	21898680	1.87226e-05
contig-631000002	31	265	0	0	4	1060	21898680	4.84047e-05
contig-604000001	31	251	0	0	6	1506	21898680	6.87713e-05
contig-765000000	31	205	0	0	2	410	21898680	1.87226e-05
contig-585000003	31	397	0	0	6	2382	21898680	0.000108774
contig-766000000	31	205	0	0	4	820	21898680	3.74452e-05
contig-632000002	31	264	0	0	5	1320	21898680	6.02776e-05
contig-605000001	31	249	0	0	10	2490	21898680	0.000113705
contig-586000003	31	265	0	0	5	1325	21898680	6.05059e-05
contig-767000000	31	204	0	0	2	408	21898680	1.86313e-05
contig-606000001	31	249	0	0	4	996	21898680	4.54822e-05
contig-633000002	31	500	0	0	4	2000	21898680	9.13297e-05
contig-768000000	31	204	0	0	2	408	21898680	1.86313e-05
contig-587000003	31	265	0	0	6	1590	21898680	7.26071e-05
contig-607000001	31	248	0	0	4	992	21898680	4.52995e-05
contig-769000000	31	204	0	0	4	816	21898680	3.72625e-05
contig-634000002	31	263	0	0	5	1315	21898680	6.00493e-05
contig-588000003	31	264	0	0	2	528	21898680	2.4111e-05
contig-770000000	31	204	0	0	4	816	21898680	3.72625e-05
contig-608000001	31	248	0	0	4	992	21898680	4.52995e-05
contig-635000002	31	263	0	0	4	1052	21898680	4.80394e-05
contig-589000003	31	263	0	0	5	1315	21898680	6.00493e-05
contig-771000000	31	204	0	0	2	408	21898680	1.86313e-05
contig-609000001	31	247	0	0	2	494	21898680	2.25584e-05
contig-590000003	31	263	0	0	6	1578	21898680	7.20591e-05
contig-636000002	31	263	0	0	4	1052	21898680	4.80394e-05
contig-772000000	31	554	0	0	16	8864	21898680	0.000404773
contig-610000001	31	255	0	0	3	765	21898680	3.49336e-05
contig-591000003	31	263	0	0	7	1841	21898680	8.4069e-05
contig-637000002	31	260	0	0	2	520	21898680	2.37457e-05
contig-773000000	31	203	0	0	7	1421	21898680	6.48898e-05
contig-611000001	31	246	0	0	5	1230	21898680	5.61678e-05
contig-592000003	31	263	0	0	8	2104	21898680	9.60789e-05
contig-638000002	31	259	0	0	4	1036	21898680	4.73088e-05
contig-774000000	31	219	0	0	7	1533	21898680	7.00042e-05
contig-593000003	31	263	0	0	4	1052	21898680	4.80394e-05
contig-612000001	31	403	0	0	3	1209	21898680	5.52088e-05
contig-775000000	31	203	0	0	2	406	21898680	1.85399e-05
contig-639000002	31	258	0	0	8	2064	21898680	9.42523e-05
contig-594000003	31	260	0	0	7	1820	21898680	8.311e-05
contig-776000000	31	202	0	0	2	404	21898680	1.84486e-05
contig-613000001	31	245	0	0	4	980	21898680	4.47516e-05
contig-595000003	31	260	0	0	4	1040	21898680	4.74914e-05
contig-640000002	31	301	0	0	8	2408	21898680	0.000109961
contig-777000000	31	202	0	0	2	404	21898680	1.84486e-05
contig-614000001	31	245	0	0	4	980	21898680	4.47516e-05
contig-596000003	31	260	0	0	2	520	21898680	2.37457e-05
contig-778000000	31	201	0	0	4	804	21898680	3.67145e-05
contig-641000002	31	258	0	0	7	1806	21898680	8.24707e-05
contig-615000001	31	244	0	0	7	1708	21898680	7.79956e-05
contig-597000003	31	260	0	0	4	1040	21898680	4.74914e-05
contig-779000000	31	201	0	0	2	402	21898680	1.83573e-05
contig-616000001	31	244	0	0	4	976	21898680	4.45689e-05
contig-780000000	31	201	0	0	4	804	21898680	3.67145e-05
contig-642000002	31	526	0	0	8	4208	21898680	0.000192158
contig-598000003	31	260	0	0	4	1040	21898680	4.74914e-05
contig-781000000	31	201	0	0	4	804	21898680	3.67145e-05
contig-643000002	31	256	0	0	3	768	21898680	3.50706e-05
contig-617000001	31	403	0	0	3	1209	21898680	5.52088e-05
contig-599000003	31	258	0	0	3	774	21898680	3.53446e-05
contig-782000000	31	201	0	0	4	804	21898680	3.67145e-05
contig-618000001	31	241	0	0	4	964	21898680	4.40209e-05
contig-644000002	31	255	0	0	6	1530	21898680	6.98672e-05
contig-600000003	31	258	0	0	4	1032	21898680	4.71261e-05
contig-783000000	31	201	0	0	2	402	21898680	1.83573e-05
contig-619000001	31	241	0	0	6	1446	21898680	6.60314e-05
contig-645000002	31	255	0	0	4	1020	21898680	4.65781e-05
contig-601000003	31	257	0	0	3	771	21898680	3.52076e-05
contig-784000000	31	200	0	0	3	600	21898680	2.73989e-05
contig-646000002	31	281	0	0	8	2248	21898680	0.000102655
contig-602000003	31	256	0	0	4	1024	21898680	4.67608e-05
contig-785000000	31	200	0	0	2	400	21898680	1.82659e-05
contig-620000001	31	511	0	0	9	4599	21898680	0.000210013
contig-603000003	31	256	0	0	2	512	21898680	2.33804e-05
contig-786000000	31	200	0	0	4	800	21898680	3.65319e-05
contig-647000002	31	252	0	0	6	1512	21898680	6.90453e-05
contig-621000001	31	240	0	0	4	960	21898680	4.38383e-05
contig-604000003	31	256	0	0	6	1536	21898680	7.01412e-05
contig-787000000	31	199	0	0	6	1194	21898680	5.45238e-05
contig-648000002	31	252	0	0	4	1008	21898680	4.60302e-05
contig-622000001	31	240	0	0	2	480	21898680	2.19191e-05
contig-605000003	31	254	0	0	4	1016	21898680	4.63955e-05
contig-788000000	31	199	0	0	2	398	21898680	1.81746e-05
contig-623000001	31	240	0	0	8	1920	21898680	8.76765e-05
contig-649000002	31	251	0	0	4	1004	21898680	4.58475e-05
contig-606000003	31	253	0	0	6	1518	21898680	6.93192e-05
contig-789000000	31	199	0	0	4	796	21898680	3.63492e-05
contig-624000001	31	239	0	0	2	478	21898680	2.18278e-05
contig-650000002	31	251	0	0	4	1004	21898680	4.58475e-05
contig-790000000	31	199	0	0	4	796	21898680	3.63492e-05
contig-607000003	31	253	0	0	4	1012	21898680	4.62128e-05
contig-791000000	31	199	0	0	2	398	21898680	1.81746e-05
contig-651000002	31	251	0	0	5	1255	21898680	5.73094e-05
contig-625000001	31	239	0	0	4	956	21898680	4.36556e-05
contig-608000003	31	303	0	0	6	1818	21898680	8.30187e-05
contig-792000000	31	220	0	0	6	1320	21898680	6.02776e-05
contig-652000002	31	252	0	0	2	504	21898680	2.30151e-05
contig-626000001	31	238	0	0	3	714	21898680	3.26047e-05
contig-793000000	31	198	0	0	2	396	21898680	1.80833e-05
contig-609000003	31	252	0	0	6	1512	21898680	6.90453e-05
contig-794000000	31	198	0	0	4	792	21898680	3.61666e-05
contig-653000002	31	265	0	0	10	2650	21898680	0.000121012
contig-627000001	31	238	0	0	10	2380	21898680	0.000108682
contig-610000003	31	248	0	0	4	992	21898680	4.52995e-05
contig-795000000	31	197	0	0	4	788	21898680	3.59839e-05
contig-654000002	31	250	0	0	5	1250	21898680	5.70811e-05
contig-628000001	31	236	0	0	5	1180	21898680	5.38845e-05
contig-796000000	31	197	0	0	2	394	21898680	1.7992e-05
contig-655000002	31	251	0	0	6	1506	21898680	6.87713e-05
contig-611000003	31	509	0	0	12	6108	21898680	0.000278921
contig-797000000	31	197	0	0	2	394	21898680	1.7992e-05
contig-656000002	31	249	0	0	2	498	21898680	2.27411e-05
contig-629000001	31	264	0	0	4	1056	21898680	4.82221e-05
contig-612000003	31	247	0	0	6	1482	21898680	6.76753e-05
contig-630000001	31	233	0	0	4	932	21898680	4.25596e-05
contig-657000002	31	249	0	0	4	996	21898680	4.54822e-05
contig-613000003	31	311	0	0	8	2488	21898680	0.000113614
contig-631000001	31	233	0	0	8	1864	21898680	8.51193e-05
contig-658000002	31	249	0	0	4	996	21898680	4.54822e-05
contig-614000003	31	272	0	0	10	2720	21898680	0.000124208
contig-798000000	31	1856	0	0	6	11136	21898680	0.000508524
contig-632000001	31	251	0	0	10	2510	21898680	0.000114619
contig-659000002	31	249	0	0	6	1494	21898680	6.82233e-05
contig-615000003	31	246	0	0	4	984	21898680	4.49342e-05
contig-799000000	31	196	0	0	4	784	21898680	3.58012e-05
contig-660000002	31	248	0	0	9	2232	21898680	0.000101924
contig-633000001	31	432	0	0	3	1296	21898680	5.91816e-05
contig-616000003	31	245	0	0	6	1470	21898680	6.71273e-05
contig-800000000	31	196	0	0	2	392	21898680	1.79006e-05
contig-661000002	31	248	0	0	4	992	21898680	4.52995e-05
contig-634000001	31	235	0	0	17	3995	21898680	0.000182431
contig-801000000	31	196	0	0	2	392	21898680	1.79006e-05
contig-617000003	31	245	0	0	8	1960	21898680	8.95031e-05
contig-802000000	31	195	0	0	2	390	21898680	1.78093e-05
contig-635000001	31	230	0	0	6	1380	21898680	6.30175e-05
contig-662000002	31	247	0	0	4	988	21898680	4.51169e-05
contig-803000000	31	195	0	0	2	390	21898680	1.78093e-05
contig-636000001	31	230	0	0	6	1380	21898680	6.30175e-05
contig-618000003	31	489	0	0	16	7824	21898680	0.000357282
contig-804000000	31	195	0	0	4	780	21898680	3.56186e-05
contig-663000002	31	246	0	0	7	1722	21898680	7.86349e-05
contig-619000003	31	244	0	0	4	976	21898680	4.45689e-05
contig-805000000	31	195	0	0	2	390	21898680	1.78093e-05
contig-664000002	31	245	0	0	6	1470	21898680	6.71273e-05
contig-637000001	31	561	0	0	6	3366	21898680	0.000153708
contig-620000003	31	257	0	0	10	2570	21898680	0.000117359
contig-806000000	31	214	0	0	7	1498	21898680	6.84059e-05
contig-665000002	31	245	0	0	8	1960	21898680	8.95031e-05
contig-638000001	31	229	0	0	2	458	21898680	2.09145e-05
contig-807000000	31	194	0	0	2	388	21898680	1.7718e-05
contig-621000003	31	244	0	0	2	488	21898680	2.22844e-05
contig-666000002	31	360	0	0	10	3600	21898680	0.000164393
contig-808000000	31	244	0	0	14	3416	21898680	0.000155991
contig-639000001	31	318	0	0	8	2544	21898680	0.000116171
contig-809000000	31	193	0	0	4	772	21898680	3.52533e-05
contig-667000002	31	243	0	0	4	972	21898680	4.43862e-05
contig-622000003	31	546	0	0	8	4368	21898680	0.000199464
contig-810000000	31	193	0	0	4	772	21898680	3.52533e-05
contig-640000001	31	228	0	0	4	912	21898680	4.16463e-05
contig-668000002	31	431	0	0	4	1724	21898680	7.87262e-05
contig-623000003	31	243	0	0	3	729	21898680	3.32897e-05
contig-811000000	31	193	0	0	4	772	21898680	3.52533e-05
contig-641000001	31	227	0	0	4	908	21898680	4.14637e-05
contig-669000002	31	275	0	0	6	1650	21898680	7.5347e-05
contig-812000000	31	429	0	0	4	1716	21898680	7.83609e-05
contig-624000003	31	243	0	0	6	1458	21898680	6.65794e-05
contig-670000002	31	241	0	0	4	964	21898680	4.40209e-05
contig-642000001	31	440	0	0	8	3520	21898680	0.00016074
contig-813000000	31	193	0	0	6	1158	21898680	5.28799e-05
contig-625000003	31	242	0	0	6	1452	21898680	6.63054e-05
contig-814000000	31	193	0	0	2	386	21898680	1.76266e-05
contig-643000001	31	265	0	0	8	2120	21898680	9.68095e-05
contig-671000002	31	241	0	0	6	1446	21898680	6.60314e-05
contig-626000003	31	241	0	0	4	964	21898680	4.40209e-05
